百度经度,百度纬度,高德经度,高德纬度
75.999663,39.463281,75.99315996107325,39.457327138819885
76.0653436082302,39.4650025375273,76.05891230176026,39.45890882156851
80.1025719570698,32.5052147408819,80.09599293089452,32.49945662592562
80.10417,32.505555,80.09758948683177,32.49980010488234
80.249416,41.175079,80.24286308810176,41.16916207866883
80.25168,41.175608,80.24514058013071,41.169663711083544
84.2568345434114,41.7864159794939,84.25042626875857,41.780191547687224
84.2579644956229,41.786871800101,84.25155201537801,41.78065534289197
86.0436919476789,44.3241835293191,86.03730729489446,44.31791987194799
86.045329,44.323027,86.03894511081198,44.31676082316311
86.269621,41.340593,86.26319460860933,41.33442645339818
86.278219,41.344306,86.27182994087303,41.33807036926787
86.424136,48.063333,86.41772051658373,48.057175292414655
87.503014,43.848762,87.49658531212533,43.84258464025027
87.555941,43.907264,87.54933992043412,43.901502656204094
87.5651314891963,44.1656147537827,87.55855756585925,44.159762222729256
87.6038882861409,43.8227913638881,87.59750473187776,43.81652413351117
87.6054077148437,43.8234939575195,87.599024764664,43.81722449373585
87.606715223155,43.8322114821429,87.60032915736497,43.82593992498591
87.6074825315192,43.8224504186955,87.60110023518742,43.816181175131376
87.6085739135742,43.8321075439453,87.60218710076622,43.825837522371614
87.614490690869,43.8062784657287,87.60811049639436,43.80003818144386
87.6270335704489,43.8374914073692,87.6205782785653,43.83135746640982
87.62868,43.8382,87.62221458159343,43.83208646210156
87.630718,43.79984,87.62426284089501,43.79376446093246
87.636181,43.882212,87.62969662052778,43.87621432965168
87.6387968672735,43.8204369837967,87.63226882661509,43.81446238938177
87.6425584795327,43.7863451712632,87.63603284098265,43.7804348381963
90.2891152236821,43.8451124224252,90.28251855096609,43.83927083699775
90.290099,43.846786,90.28349786823232,43.840955588939096
90.9060443471751,29.2934868381999,90.89944923655902,29.287757115817968
90.9086044858779,29.2923593293414,90.90201093710462,29.28662837696517
97.860064,24.016786,97.85348562296136,24.011060498325943
97.8608866943705,24.0147475432171,97.85430916763318,24.00902641038834
98.5159696158352,39.7204493633705,98.50957641817716,39.71419977274359
98.527296,39.74958,98.52089761713111,39.74327763073326
99.113027,30.00814,99.10659338333853,30.001912995637856
99.11543482594,30.0085439849343,99.10900760240217,30.002294410066686
100.165711,25.692281,100.15916349012285,25.686440253129902
100.174227,25.690953,100.16771288292534,25.684987405797095
100.17434,25.690543,100.16782673900238,25.684575743203578
100.192495,25.70429,100.18603643484637,25.69806263043008
100.449739575953,21.9677431578036,100.44330273435394,21.961445763200146
100.487474,38.935748,100.48090098838424,38.929908138273895
100.712319,27.749006,100.70581907181015,27.742935428853926
100.812857,22.030762,100.80642426886395,22.024477232706513
100.943798,21.863974,100.93732266854016,21.85778370814784
101.64206997225,26.6040930782618,101.6356633375453,26.597800448105367
101.642332927078,26.6069475339365,101.6359280527346,26.600654360915954
101.731608,26.513539,101.72509960310963,26.507619378934546
101.736301361484,26.5184609934618,101.72980797703781,26.512466107296344
101.784441127075,36.6190187632129,101.77799410454324,36.61283426620996
101.832779495236,36.5888462022975,101.82619034767961,36.583140606615196
101.874765937022,25.7196290128109,101.86830992755482,25.71337448933479
101.883888244628,36.5713844299316,101.87751519344357,36.56508821087009
101.884834188165,36.5725770161098,101.87846199311316,36.56627919095866
102.182228,38.518466,102.1756225330708,38.51276760172162
102.183242,38.517798,102.17663593352972,38.51210301786156
102.266219671823,27.884576681182,102.25974516556013,27.878414669710892
102.561252,24.335443,102.55471917502523,24.329667972586893
102.562407,24.348531,102.55587328999142,24.34274164059569
102.605791,37.947727,102.59938772040957,37.94141311782535
102.694047,25.062722,102.68755561057978,25.056765908942907
102.699233288412,25.0637250361504,102.6927618721673,25.057685454458564
102.699881,25.060755,102.69341306780908,25.054705339680194
102.716973843191,25.0694605592457,102.71055467286239,25.063193581227015
102.723211234926,25.0426972501408,102.7168001387996,25.036397290342915
102.730478,24.954049,102.72406260931669,24.947750253207364
102.735382057011,25.0749422381559,102.72895990747512,25.068669377333276
102.751660066679,25.0951662970473,102.74516996626673,25.08908682730248
102.754092997845,24.9780405532832,102.74759095804279,24.97199902368063
102.76348327843,24.9674715943638,102.75695500739792,24.961581453348025
102.764175071485,24.9391609265542,102.75766498507421,24.933286154818727
102.765102,24.937937,102.75858877561768,24.932075891762366
102.779251087168,25.0501843928138,102.77269983878914,25.044475285510075
102.786962692907,25.0234436270325,102.78038506881641,25.017751246585977
102.789101161236,25.0167434647874,102.78251776924593,25.01104675382361
102.872441073183,24.8341939348769,102.86596805134657,24.82813156224977
103.160804243709,24.9235721489766,103.1542649632573,24.917802533405325
103.368271475154,29.9122841494548,103.36170076234112,29.906457944408732
103.370410170648,29.9137793120872,103.36383136587575,29.907980196351392
103.513048,30.203261,103.5064777648936,30.197557848013638
103.517261109102,30.2008119474293,103.51069796908008,30.195078397844167
103.729073686127,29.5657492909735,103.72250264834021,29.559934886143893
103.764912619636,29.5931008958085,103.75836899774181,29.587280368321306
103.803249540603,36.0690762400037,103.79685919611693,36.0627704012504
103.832237697668,36.0534927572961,103.82575012493915,36.04741982411466
103.832748,36.044912,103.82625222946308,36.03884534437379
103.840738,36.046967,103.83419834004708,36.041030050597115
103.848709801333,36.0386867002289,103.84212659774373,36.03286607676036
103.850554014915,36.0448358056757,103.84396453546402,36.03903904724277
103.853510310222,36.0662654642598,103.84692646353282,36.06050777400932
103.854621887207,36.0649871826171,103.84803296441731,36.05924004299431
103.869992881384,36.0683363971731,103.86338880373377,36.06264359154231
103.873371063235,36.0471081053995,103.86675407371233,36.04139427835538
103.879057,30.075344,103.8724946256728,30.069593269219215
103.895531091757,30.6809363449626,103.88903994313326,30.674956141053908
103.899473,30.680061,103.893000147275,30.674016480796286
103.909794227165,30.7663053109393,103.90333694652551,30.760100566266203
103.910668,30.717191,103.90423878515556,30.710982916989636
103.912933349609,36.0695495605468,103.90651886386333,36.063314446957975
103.913251,36.067829,103.9068359875582,36.06158995291973
103.917720231572,30.5987928598218,103.91130955078162,30.59251557084152
103.952955383788,30.7164323775896,103.94648159667001,30.71037755479067
103.973169926506,30.863624845004,103.96658371396511,30.85785927108983
103.979250895857,30.6316144362709,103.97264687632469,30.625898651471672
103.981924672747,30.6307598666516,103.97531695431195,30.62505744524151
103.984548,30.56888,103.97797465958074,30.56319555891997
103.985059895562,30.675953157058,103.97847769735496,30.67026702336858
103.992393404401,30.8288520271531,103.98582029812133,30.823153694624672
103.996264835944,30.7342006517709,103.98967645498574,30.728470365627846
104.001473399714,30.571397059466,103.99492710401042,30.565623449831328
104.006019922904,30.6700933964409,103.99947601897806,30.664257340654007
104.014918810248,30.6379593801563,104.0083921264197,30.63197956288271
104.017257,30.666128,104.01076077338914,30.66011567329334
104.022769506596,30.6356464167314,104.01627994993677,30.62954016160921
104.023922,30.533086,104.01744469094666,30.526964236553855
104.028956,30.878939,104.02249326634339,30.872743973050163
104.043541,30.671409,104.03713725467944,30.66510220736204
104.053982866561,30.5519482776291,104.04757344054465,30.54566151484712
104.054119,30.689336,104.04772184888058,30.683053683505374
104.055397,30.596315,104.0489883102418,30.59003885457659
104.055599112153,30.5926509885752,104.04919299916628,30.58637723156871
104.05891,30.592512,104.0524955124159,30.586267116625685
104.060857,30.619446,104.0544116702849,30.61321430841429
104.061907292877,30.5561603143857,104.0554804368218,30.54994719453665
104.0698630513,30.5748779740118,104.06341343873675,30.568777282440305
104.073061,30.595413,104.06658753538487,30.589360055733607
104.073425,30.592503,104.06695216969317,30.58645661250684
104.078169536,30.6880174151,104.07167903214673,30.68204984195996
104.080788,30.504971,104.0742515487403,30.499035800119433
104.085744138531,30.7058601820228,104.0792179631862,30.70001040044272
104.097263,30.4139619999999,104.09067092378484,30.408235150454377
104.100681013525,30.6277167775828,104.09407596847262,30.622009555299027
104.111973336877,30.6380385334791,104.10536611082091,30.63233249862245
104.12308074429,26.2126835039465,104.11651748387611,26.20688221816346
104.123625362933,30.6197168859356,104.11705540865246,30.61390814482493
104.125418266315,30.6159307814417,104.11885838926003,30.610099219786076
104.14464,30.650156,104.13816385380277,30.64402267616993
104.16470689636,30.8187296359463,104.15831790986189,30.81242415293745
104.174461,30.8282219999999,104.1680609320673,30.821940806143086
104.187648246477,30.7418396001802,104.18117532159098,30.735695700529423
104.206726074218,30.7540912628173,104.20015992304239,30.748245124453497
104.231536,30.534734,104.22493690219399,30.52903274038236
104.23215,30.660568,104.22555664686358,30.65486551046193
104.255339982221,33.2530169916084,104.2488270835058,33.24703379285746
104.260500516801,30.8957870999958,104.25401001376267,30.889719169308677
104.266392594096,30.9015470533645,104.25993405461148,30.89539087638771
104.26810251598,30.9005098448988,104.26164998483969,30.89432968949023
104.468499559823,30.8702945879113,104.46188914267618,30.864600841694447
104.654899597167,25.7820930480957,104.64848800587635,25.77581352092306
104.65591,25.782832,104.64949632237867,25.776559874469296
104.667581357358,29.5282023843285,104.6611190143376,29.52206040719028
104.7015182,31.45755032,104.6949161460445,31.451850508343025
104.736726,31.509666,104.73023077212163,31.503663381245634
104.738211758024,31.5087564866368,104.73172297187413,31.502729192402697
104.783677,31.88941,104.77725450895159,31.88321993622505
104.787879225287,31.8838536195364,104.78143633468923,31.87772118246871
104.806205,29.321191,104.7996436551595,29.315338785353685
104.817766829585,36.7286942582757,104.81116532566718,36.72297545783575
104.819724,36.72699,104.81311971966744,36.7212845133625
104.880238253288,27.4345499414905,104.87382453102497,27.42825426987048
104.880879349636,27.4365190730317,104.87446822910653,27.430220625132154
105.044037020693,29.6132207025956,105.0375219174581,29.607347223732578
105.087421,34.924292,105.08087475159847,34.91843684109317
105.106958669887,29.6121477786678,105.10052377380487,29.605988929140192
105.168702556736,31.6368605920062,105.16215628266782,31.63105182899001
105.173356911619,31.6450510218715,105.16679968651403,31.639299558028117
105.329831186362,27.2889521156174,105.32328810690684,27.283056311573276
105.346211262907,24.7851705206865,105.33974660877084,24.779016467725437
105.349263,24.785124,105.3428081687007,24.778927969895324
105.4582092519,28.899964543,105.451735874171,28.893941439950012
105.458233168683,28.9005613138038,105.45175976578737,28.89453777973245
105.495485995632,36.6027053982696,105.48908709886624,36.59642444393737
105.505652,36.603788,105.49921324645975,36.597618498534885
105.535234,34.702068,105.52863333746961,34.69632642716871
105.671595,34.849567,105.66497976673432,34.84386803346633
105.728229,29.713869,105.72182546875867,29.7075553001475
105.730158548125,29.7103589384363,105.72375038716888,29.704048792946388
105.819623724464,32.4282670388734,105.81312198608906,32.42220996480249
105.841303897918,29.6360629335487,105.83489909277714,29.62975978820008
105.841535570182,29.6378767470074,105.83512942590424,29.631572132939244
105.84661168464,32.433853314663,105.84018996411946,32.427529977758276
105.884545,26.255753,105.87803221095714,26.249887689170258
105.886545,31.000306,105.8799796101154,30.99445999110756
105.928499063959,36.9887909251846,105.92193637926854,36.9829140578283
105.935306273872,29.3669785847042,105.92881793482705,29.361003191633486
106.007101,31.562347,106.00055475333248,31.556515671851614
106.009727687763,29.0234345579128,106.00318994825734,29.017642505395127
106.010842267578,29.0228048011798,106.00430094813417,29.01702674304628
106.017954,29.628991,106.01138885534367,29.623281907008696
106.036476155679,31.5646313298769,106.0298954770892,31.55890741060303
106.050972,36.354221,106.04445181907239,36.34831555264262
106.057007606288,31.3584458025901,106.05049108351943,31.35243172398266
106.064630017602,30.7623299721618,106.05814995645748,30.75619331598109
106.105593299836,30.8050134772499,106.09915935940585,30.79884610438891
106.12438259334,38.4988399882607,106.11785486712209,38.49297442871818
106.140316628921,30.7983701115824,106.13374063989149,30.792675332967825
106.167001683914,38.4930027796447,106.16046517095305,38.48716145401014
106.172963369774,38.5164328990691,106.16645112721434,38.510494816721746
106.196359568774,38.0035263711688,106.18997282240475,37.99725701170282
106.213415510497,38.5052981466374,106.20704013680874,38.49900621007357
106.223672324519,38.4653976521298,106.21724352919722,38.45919914600246
106.233843,38.48771,106.22737606934541,38.48167198801176
106.248845388163,38.4898632251887,106.24229369123319,38.48406166334125
106.253873,38.467468,106.24728337227161,38.461720101895395
106.255194656211,38.4624205852163,106.24859541199885,38.4566838302417
106.2646267,38.42741415,106.25799504986753,38.42172526688734
106.267620653712,26.4177273960821,106.26103037113437,26.41204285099742
106.267923,26.419415,106.26133143957473,26.41372978270344
106.268965,38.488882,106.26236802497304,38.483204478360285
106.272413701186,38.48832858515,106.26582105225327,38.48263848962139
106.302334774626,38.4581231071166,106.2958619325172,38.45202446573993
106.305556430462,38.5256232238698,106.29910956791856,38.51947774305069
106.322304773277,29.6896486643106,106.31587713389717,29.68333331829999
106.326651544937,29.6212837453482,106.32025892142747,29.614969957329578
106.330420522997,29.6113717243676,106.32402617797274,29.605064657500645
106.337355054358,29.6499421126724,106.3309260556135,29.643672171330298
106.359799575537,29.602493074052,106.35329895880906,29.596551998742427
106.379447970949,29.602302705972,106.37287968745571,29.59660435669625
106.433710951427,23.1315772060815,106.42728436815997,23.125331006707793
106.474758567738,26.5708506488509,106.46825199596132,26.564818115182504
106.475358,29.635803,106.46887311746706,29.62978664129206
106.494923768614,29.5219230419998,106.48835507760828,29.516186729006485
106.49872401901,29.5095349186797,106.49215737657084,29.503832333229393
106.501611152636,29.5886213204222,106.49502793269728,29.58293112785864
106.502805024371,29.5118441726306,106.49623117101966,29.506161306276436
106.518645012994,29.620741222635,106.51209221309836,29.615003492822687
106.51985168457,29.5395774841308,106.51327129088345,29.533818581395742
106.520814,29.596634,106.51425919850975,29.590870748470266
106.52466059986,29.4427173881744,106.51809119763057,29.436898035706914
106.527227104521,29.4517648122538,106.52067280532371,29.445910329770577
106.54319517001,29.5723605684037,106.53671300861274,29.566247304155098
106.543343360205,29.5725738616002,106.53686200790727,29.56645831675718
106.56130778843,29.579898039504,106.55488719813124,29.57358843557658
106.566285566361,29.6407571348343,106.5598796879389,29.634438928125046
106.566777251813,29.536541348864,106.56035572763209,29.530218900991105
106.566944419983,29.5350263599355,106.56052420883522,29.528704333741825
106.568581755813,29.5863926040591,106.56217036599384,29.580074924874488
106.571080815998,29.5342453836906,106.56465879947797,29.527932606866493
106.572517677498,29.5353560034355,106.56609283528181,29.529049531077682
106.573280988784,29.5390706556629,106.56685187692273,29.532767518689834
106.57529,29.567365,106.56885349607835,29.561074133732937
106.575608931023,29.6440457771628,106.56918989039205,29.63776229558864
106.577908,29.603135,106.57149647786521,29.5968748286288
106.578184390334,29.5209054997939,106.57176195509939,29.51464518182795
106.585568234033,29.5668421033454,106.57910001837419,29.560664414163654
106.585807,29.566508,106.5793376693117,29.560333634510172
106.587090555274,29.693869003178,106.58062124982713,29.687714585461915
106.587821,29.576075,106.58135036898932,29.56993199267886
106.592898557,29.5433541183,106.5863999670791,29.537289965230983
106.602345149992,29.5747991796193,106.59580775727981,29.568892571641552
106.607965744317,29.6857959069,106.6013986555505,29.679971898971964
106.611967555031,29.6864578666388,106.60538662052389,29.680684898878145
106.614193,29.687106,106.60760571239187,29.68135720452248
106.627758,23.324166,106.62117041744784,23.318481281625843
106.628099,29.403035,106.62151409857297,29.397354566234643
106.632747688566,26.6446234129933,106.6261734076429,26.63892667725667
106.636444406391,23.8756608711356,106.6298923439246,23.869940619532308
106.640998261695,26.6206487924787,106.63445917239095,26.614885562706444
106.648518812437,29.5163301977037,106.64199223099916,29.510462622135183
106.651029,26.663345,106.64449110606125,26.657431576401482
106.654531820267,26.6506932039382,106.64801887702716,26.644724937702613
106.656612,26.64790932596,106.6501105321045,26.641906965907996
106.659027790825,26.6473987211709,106.65253691850899,26.641356142112585
106.659386206449,26.6433797389654,106.65290089077226,26.637332232999366
106.659563,26.127662,106.65309311800792,26.121615216722386
106.660355914115,26.1295714865515,106.65388996517164,26.123511816901082
106.662842,29.626122,106.6563875951805,29.62002230854371
106.68157434127,26.568713551942,106.67513612949496,26.56240031039215
106.68159901358,26.44633796353,106.67515909932351,26.44002429378597
106.682367,26.446202,106.6759277618535,26.439885295427718
106.6909473,26.57389908,106.6845133619548,26.567584803286362
106.69964,26.56318,106.69318349452443,26.556928241335008
106.707252502441,26.5819721221923,106.70078555290031,26.575822103143924
106.70734,26.583632,106.70087439168088,26.577483694378675
106.730308705624,26.5752654769098,106.72374562357612,26.569474744553965
106.789966223289,26.6534449821103,106.78351065962349,26.647235522046856
106.790234183582,28.4016903200481,106.78380445019708,28.395483060577945
106.791376500284,28.4008843618784,106.78494992814414,28.39466291852891
106.79278467637,26.6492306276936,106.78634159915958,26.64298857089592
106.900743053363,27.6716296139139,106.89426696607423,27.665560409635255
106.919982,27.617696,106.91354892582036,27.611390882881214
106.949208053883,27.6986317903641,106.94275818621779,27.69251721697075
107.071792519524,33.0493857397018,107.06530210097722,33.04330286180424
107.094583814021,29.155339143944,107.08802306320275,29.14960266055615
107.108498053658,29.15415533998,107.10192230257604,29.148477941559463
107.20579407053,31.6040635269471,107.19923224003715,31.59820876576495
107.206036153014,31.6041862607288,107.19947331474296,31.598335105864336
107.27902,24.445181,107.27260421979352,24.438887299066916
107.362805,35.3357109999999,107.35622559935479,35.32991944896533
107.37185249226,29.7265686088605,107.36534798109778,29.720650915605873
107.407123108291,29.7121953600059,107.40071832286972,29.705875028808133
107.410426516465,29.7086374677682,107.40401640090752,29.702322775378942
107.413571,40.761903,107.40719881504339,40.755607860478946
107.470726,31.235862,107.46411538926677,31.23017095109896
107.513763286123,26.2751606041117,107.5073356526855,26.2689097353376
107.515526238597,26.2718962689855,107.5091054609406,26.265628729071725
107.546543944993,25.827429547788,107.54006500073871,25.821264673866573
107.724197,31.366545,107.7176241501632,31.36073430827414
107.727716615642,31.3650213653777,107.72115775880029,31.35915982531118
107.911834,26.912547,107.90533443559012,26.906463936954896
107.981903692619,21.5601273167579,107.97543496537648,21.5540395231636
107.984502572978,21.5587059953052,107.97804098652101,21.552576616134928
107.9865683241,21.5575574129,107.98011200897832,21.551396667095805
108.115471,23.9306579999999,108.10901708185158,23.924383155087217
108.192506136449,34.1659489726148,108.18592517322479,34.160262820422716
108.209794024078,22.8290645457155,108.20325218058818,22.823172337850966
108.241747,22.594123,108.23529319251158,22.587804231530253
108.244989,22.792045,108.23857020510519,22.785724049728874
108.258518635061,27.9350978518827,108.25210571625738,27.928840295793094
108.261267182633,27.9374295664699,108.25484646332578,27.931202123723995
108.27284140005,22.8567949137417,108.26634538121453,22.850731159346324
108.27320133753,22.8577904764313,108.2667049644404,22.851732934978084
108.307602058815,23.1948922499365,108.30101308360656,23.18921243196454
108.317153374621,22.7671502534359,108.31061295002428,22.76142961048248
108.32010177589,22.8395923104763,108.31353070031842,22.83383421645042
108.326084078998,22.7647957083264,108.31956496121428,22.758967702154166
108.336642,22.867759,108.33014430970957,22.861756963505826
108.340964639392,22.8255427618961,108.33446378794929,22.819463956924437
108.343767,22.856518,108.3372831373666,22.85039532970405
108.357153097339,21.7680276964213,108.35069487254452,21.761737618235376
108.358346845759,22.7337157493164,108.35189716963524,22.727417403507253
108.359719,22.732352,108.35327009886868,22.726044524372533
108.360938974041,22.8606548773923,108.35449924583965,22.85434235658975
108.364657978602,22.8323886783005,108.3582069173593,22.82606106539394
108.36931,22.843019,108.36285950705181,22.836693574957366
108.370011553142,21.7503492125259,108.36355692911948,21.744025837706978
108.376763576369,30.8303894226363,108.37035704485571,30.824114129192136
108.38623,22.776882,108.37978454091942,22.77071957388635
108.388999026611,22.8324693805443,108.38250599848516,22.82634088512693
108.390405,28.016181,108.38392184147348,28.01007652467608
108.391396287777,22.8637960961608,108.38491214202683,22.857709760440287
108.391413098289,22.8320116305037,108.38491197694917,22.825922013984506
108.397617486422,28.0057838649613,108.39109569579503,27.999798520383123
108.39886453808,22.8163792935399,108.39234596713268,22.810417320192307
108.403554,27.999061,108.39700456642697,27.99317345921708
108.405254851012,22.7690094270759,108.39874290841071,22.763157169732686
108.409053,22.767953,108.40252914116417,22.762155439545666
108.416370502792,22.8353282510988,108.4097918649909,22.829604680276482
108.419695328038,27.0481395820417,108.41310368067296,27.04244050028036
108.426470859808,22.8229909888715,108.41988720449537,22.81731304858665
108.434943,22.801284,108.42838597191407,22.795579020070782
108.447230108058,22.8059407620017,108.44069825767758,22.800092549262168
108.447366516322,22.8183131263974,108.44082325912443,22.81246036770349
108.455514,22.913083,108.44902270219865,22.907102376360182
108.456850499759,21.6840659009115,108.45036759935638,21.678063109831864
108.457049,22.901139,108.45056983866613,22.895133631384052
108.479016453472,22.7906982590202,108.47259368355935,22.78440045779364
108.492973531235,22.7591369506359,108.48655033363497,22.752832615064218
108.504185292364,28.574136933001,108.49772881052652,28.56793919533482
108.509980551976,28.5720901436438,108.50350317740414,28.565979577279165
108.514826,28.587532,108.50831603571356,28.581498902392667
108.64479573189,19.1046841180935,108.63825527935337,19.098818401180235
108.645714,19.104817,108.63917100094875,19.09896532196205
108.67244682665,24.0727725531298,108.66588487796541,24.067084376334584
108.675249,24.068821,108.66868712787085,24.06311402994042
108.688635,34.218674,108.6820821663009,34.21280080714838
108.708696,19.102447,108.70221520434106,19.096249996804325
108.709204808573,34.3340454428638,108.70276057513539,34.32784169504304
108.819993788247,23.2245938931363,108.8135050209595,23.218534201479265
108.821118024298,23.2239761572616,108.81463263406425,23.21789754889238
108.832118,23.235313,108.82567800918075,23.229076754147265
108.836288,23.22326307,108.82984513612277,23.21698155535141
108.83998,23.218628,108.83353825471603,23.212318770725872
108.848407675876,34.2050263102869,108.84201073341879,34.19870171746836
108.84855,34.206303,108.8421517072431,34.199978257798385
108.853669100437,34.2526332220412,108.84725239754005,34.24632555085037
108.878955720567,34.2161255463401,108.87243291202726,34.21016439578895
108.878993657447,34.2187028213093,108.87246851895351,34.21274164555312
108.879404,34.1968,108.87289730380995,34.19085224845205
108.879562377929,34.1967391967773,108.8730548953204,34.19079413774128
108.884159,34.185328,108.87763582380099,34.179460794826525
108.885612055762,34.1853180170612,108.87908182462732,34.17947330357841
108.887379,34.200459,108.88082913373059,34.19463687743557
108.895199759116,34.2715320444491,108.8886198861027,34.26580489366065
108.900175,34.249075,108.89356307277149,34.24337928146003
108.90103700561,34.188002207576,108.89445406211057,34.18232046283219
108.901681,34.282124,108.89509568694262,34.27644482946894
108.908915015819,24.7932477763539,108.90234847152259,24.78757351933492
108.910111412896,34.2379393674424,108.90349156583038,34.2322542880347
108.910565,34.248601,108.9039495150363,34.242915599560995
